nombre,ultima_actualizacion,dificultad,pista,PD,AMB,nGAIN,CONS,LEC,CLAMP,Q
Isaac Newton,,5,"Escribió una lista de sus pecados, incluyendo amenazar a sus padres con quemar su casa.",0.0231911763548851,0.6435131430625916,0.18750247473361284,0.7493928074836731,0.9504521994749817,1.0,0.3228117995996557
Isaac Newton,,4,"Su abuelo lo desheredó, a pesar de vivir en la misma casa.",0.01741364598274231,0.7739086151123047,0.20885144138491646,0.7781797051429749,0.9885697968735292,1.0,0.2989780016357495
Isaac Newton,,3,Desarrolló un carro de cuatro ruedas impulsado por una manivela que él accionaba desde su interior.,0.18164676427841187,0.5237367749214172,0.3685791207296217,0.8140645623207092,0.7861713873431271,1.0,0.42981744755760304
Isaac Newton,,3,"Escribió su obra más importante sobre óptica, Opticks, en 1704.",-0.002683475613594055,0.6480165719985962,0.1638742698952094,0.7672981023788452,0.9348686476851041,1.0,0.309545632716322
Isaac Newton,,2,"Nació en Woolsthorpe-by-Colsterworth, Lincolnshire, en 1643.",0.12001638114452362,0.6420717239379883,0.47228686957156873,0.7557945847511292,0.12697211516506995,1.0,0.3054828271415829
Isaac Newton,,2,"Su padre murió antes de que él naciera, en octubre de 1642.",0.07133844494819641,0.5947245955467224,0.2192683822570673,0.768639087677002,0.9930359108222379,1.0,0.36588208222820934
Isaac Newton,,1,Fue un físico y matemático que desarrolló las leyes de la física y la astronomía.,0.1330512911081314,0.6055719256401062,0.6370661890256065,0.7714537978172302,0.89604197061498,1.0,0.48618291367797883
Isaac Newton,,1,Es conocido por su trabajo en la gravedad y la creación de sus Principia.,0.13260987401008606,0.5522337555885315,0.37520319781307776,0.8031429648399353,0.981481368805864,1.0,0.4411064545360187
Ludwig van Beethoven,,5,Padeció saturnismo debido a la ingesta de agua contaminada con plomo.,0.1522907167673111,0.531101644039154,0.31344687242371894,0.7732367515563965,0.813223142213901,1.0,0.40313070636518916
Ludwig van Beethoven,,4,Su muerte se atribuye a una insuficiencia hepática que desencadenó un coma hepático.,-0.03096933290362358,0.89261794090271,0.2066044586364239,0.6533373594284058,0.5125742712080189,1.0,0.16288883557002734
Ludwig van Beethoven,,3,Compuso treinta y dos sonatas para piano y nueve sinfonías.,0.41863328218460083,0.32848361134529114,0.9420000866221138,0.7665169835090637,0.9631729371884395,1.0,0.727235093085057
Ludwig van Beethoven,,3,Su ópera Fidelio es una de sus obras más destacadas.,0.28817296028137207,0.4217802584171295,0.5681541041870888,0.7863115072250366,0.9937194664322172,1.0,0.5685513858753858
Ludwig van Beethoven,,2,Fue el último gran representante del clasicismo vienés.,0.2688925862312317,0.42492756247520447,0.5067723176770919,0.7896400690078735,0.7970568312888585,1.0,0.5163364952425996
Ludwig van Beethoven,,2,Su vida personal fue problemática debido a su creciente sordera.,0.052336618304252625,0.5403550267219543,0.07573368467623666,0.6921151280403137,0.7034956909518114,1.0,0.28042254538607014
Ludwig van Beethoven,,1,Fue un compositor y pianista alemán que influyó en la música del siglo XIX.,0.3596370816230774,0.41223809123039246,0.799831939237617,0.7957567572593689,0.9718516460241235,1.0,0.6533468491007002
Ludwig van Beethoven,,1,Es considerado uno de los más grandes compositores de la historia.,0.32392942905426025,0.4063666760921478,0.7664962096226834,0.7633558511734009,0.9283755604861675,1.0,0.6265844755003414
Galileo Galilei,,5,Descubrió la ley de la isocronismo de los péndulos como estudiante.,0.21660907566547394,0.49455925822257996,0.3667730040633746,0.7889953851699829,0.9283755604861675,1.0,0.46259159265468475
Galileo Galilei,,4,Fue hijo de un músico y matemático llamado Vincenzo.,0.08794927597045898,0.6382109522819519,0.5139599567733402,0.739614725112915,0.8073164733073912,1.0,0.41235424934307024
Galileo Galilei,,3,Observó manchas en el Sol y demostró que están en su superficie.,0.15549026429653168,0.4914720952510834,0.2241092033249397,0.7803952693939209,0.9812934900456455,1.0,0.41514251260844326
Galileo Galilei,,3,Descubrió las fases de Venus y su variación de tamaño.,0.3482907712459564,0.412824809551239,0.7828329942740186,0.7294451594352722,0.9794473782301052,1.0,0.6369945037268768
Galileo Galilei,,2,Nació en Pisa cuando esta pertenecía al Gran Ducado de Toscana.,0.18702583014965057,0.5150876641273499,0.3211067561939453,0.8047841787338257,0.9283755604861675,1.0,0.4391848485724432
Galileo Galilei,,2,Fue el mayor de siete hermanos y su madre se llamaba Giulia Ammannati.,0.04790002852678299,0.6455551981925964,0.21697924822666662,0.7751451730728149,0.9768562645406681,1.0,0.3438074460433549
Galileo Galilei,,1,Fue un astrónomo y físico italiano que desafió la teoría geocéntrica.,0.3959042727947235,0.3886401653289795,0.8790178510119406,0.7126821279525757,0.8825233290156224,1.0,0.6655749832794111
Galileo Galilei,,1,Es conocido por su defensa de la teoría heliocéntrica y su uso del método científico.,0.31351783871650696,0.3967244327068329,0.6964448814821335,0.7711860537528992,0.89604197061498,1.0,0.602703925402583
Albert Einstein,,5,Publicó su teoría de la relatividad especial en 1905 mientras trabajaba en la Oficina de Patentes de Berna.,0.2956317365169525,0.40989452600479126,0.6106689957045899,0.7796486020088196,0.8638921090281606,1.0,0.5658897978491093
Albert Einstein,,4,"Se nacionalizó suizo, austriaco y estadounidense después de su origen alemán.",0.1347009837627411,0.6320663690567017,0.5198533385664827,0.7313944101333618,0.5939169545202151,1.0,0.3920729967738674
Albert Einstein,,3,Desarrolló la idea de una religión cósmica y la publicó en el New York Times en 1930.,0.16265994310379028,0.4992733299732208,0.22498717757425313,0.7616603970527649,0.9831704636643297,1.0,0.411970773498748
Albert Einstein,,3,Publicó su trabajo sobre la teoría cuántica de gases ideales en 1924.,0.11429349333047867,0.5233008861541748,0.1842289548224546,0.7381623387336731,0.9695279667353559,1.0,0.3772906710473985
Albert Einstein,,2,Abandonó Alemania en 1932 debido al ascenso del nazismo.,0.10817452520132065,0.7111506462097168,0.9401056667781843,0.7128951549530029,0.8908383654464219,1.0,0.5308814446723891
Albert Einstein,,2,Se convirtió en profesor en el Institute for Advanced Study en Estados Unidos.,0.09865137934684753,0.5401296615600586,0.18795956248304138,0.7846295237541199,0.9437225590044364,1.0,0.3733320630303961
Albert Einstein,,1,Es considerado el científico más importante del siglo XX.,0.1457589566707611,0.5287210941314697,0.24990772944221382,0.7431221008300781,0.8073164733073912,1.0,0.3780735784788087
Albert Einstein,,1,Es famoso por su teoría de la relatividad y la fórmula E=mc².,0.329256534576416,0.39445239305496216,0.7730047934463496,0.7896401286125183,0.9695279667353559,1.0,0.6432922502755773
Karl Marx,,5,"Murió con una fuerte gripe, bronquitis y pleuresía en Londres en 1883.",0.11793152242898941,0.5858135223388672,0.32024506624373456,0.6103928685188293,0.9930359108222379,1.0,0.3844300890287665
Karl Marx,,4,Se trasladó a Argel por motivos de salud en 1882.,0.002412073314189911,0.7483440637588501,0.19650086525816057,0.7674780488014221,0.9965433750463223,1.0,0.29953266347438634
Karl Marx,,3,Escribió El 18 de brumario de Luis Bonaparte en 1852.,0.05810770392417908,0.6804742217063904,0.8371171280982895,0.8065823316574097,0.9886149068701869,1.0,0.5278940108681354
Karl Marx,,3,Publicó Crítica del Programa de Gotha en 1875.,0.13479839265346527,0.566639244556427,0.3798276882305629,0.7433372735977173,0.9738650692756922,1.0,0.4284965645540614
Karl Marx,,2,Murió apátrida en 1883 y fue enterrado en el cementerio de Highgate.,0.10324232280254364,0.5991195440292358,0.2813698095235639,0.81694096326828,0.9212896628294647,1.0,0.3860581463191075
Karl Marx,,2,Se casó con Jenny von Westphalen y tuvo hijos con ella.,0.01067913044244051,1.003804326057434,0.4878111303295994,0.7300837635993958,0.9970843054680703,1.0,0.30641306934835444
Karl Marx,,1,Fue un teórico y activista del socialismo y el comunismo.,0.2736004590988159,0.5301204323768616,0.6575562528471227,0.825067937374115,0.8873546154592228,1.0,0.5498142238660744
Karl Marx,,1,"Es conocido por su obra El capital, publicada en 1867.",0.10529148578643799,0.5471939444541931,0.2521387410512018,0.7987003326416016,0.9794473782301052,1.0,0.399263903197959
Miguel Angel,,5,Quemó diseños y apuntes propios para ocultar su proceso creativo.,-0.03161978721618652,0.7996718883514404,0.19350875056188074,0.6958361864089966,0.8873546154592228,1.0,0.24930572522541797
Miguel Angel,,4,Escribió poemas sobre temas relacionados con sus trabajos artísticos.,0.04688599705696106,0.6386597752571106,0.30093332804209694,0.7515975832939148,0.36185237167693557,1.0,0.27507675998263176
Miguel Angel,,3,Creó frescos en la Capilla Paulina y la Capilla Sixtina.,-0.0258672833442688,0.7545169591903687,0.3477329004971537,0.7429739236831665,0.9631729371884395,1.0,0.3287133682649678
Miguel Angel,,3,Sus formas métricas favoritas al escribir eran los sonetos y los madrigales.,-0.05224251002073288,0.7522828578948975,0.29225918296545156,0.7733094096183777,0.8765329524347758,1.0,0.29902075057005073
Miguel Angel,,2,También fue un prolífico dibujante y autor de varias decenas de dibujos.,-0.03507886826992035,0.7404728531837463,0.6359418521204453,0.7858693599700928,0.8765329524347758,1.0,0.4109852732602849
Miguel Angel,,2,Su obra incluye entre cuarenta y cincuenta esculturas conservadas.,-0.1440822333097458,0.9166601896286011,0.2890630761069507,0.7411685585975647,0.524812934023051,1.0,0.17280166403627373
Miguel Angel,,1,Fue un artista renacentista que creó obras maestras en pintura y escultura.,-0.09402613341808319,0.7650471329689026,0.5109624870479323,0.7868553400039673,0.8765329524347758,1.0,0.35447762117072956
Miguel Angel,,1,Es famoso por esculpir el David y pintar la bóveda de la Capilla Sixtina.,-0.020965784788131714,0.7133010625839233,0.4109692807791881,0.7373390793800354,0.9574316313273806,1.0,0.35932293112581376
Pablo Picasso,,5,Compró cabezas del Cerro de los Santos en 1907 a un aventurero belga.,0.12848210334777832,0.5549210906028748,0.2644834924094325,0.7243727445602417,0.9852863089864318,1.0,0.3950140066941046
Pablo Picasso,,4,"Su bisabuelo materno era originario de la localidad de Sori en Génova, Italia.",0.08674906194210052,0.597472608089447,0.22566886338745953,0.8133003115653992,0.9135680130753615,1.0,0.364838951084983
Pablo Picasso,,3,"Pintó Dos mujeres desnudas en invierno, llevando al extremo la estilización escultórica.",0.1466783583164215,0.5102606415748596,0.20927113787832846,0.7201077938079834,0.3681875822638982,1.0,0.30228312398487495
Pablo Picasso,,3,"Retomó el Retrato de Gertrude Stein en 1906, reduciendo su rostro a una máscara ibérica.",0.013347454369068146,0.7636964321136475,0.3014031300712095,0.7595655918121338,0.9278417790281236,1.0,0.31709261110252723
Pablo Picasso,,2,"Nació en Málaga, España, en el seno de una familia burguesa en 1881.",0.16043365001678467,0.5447719097137451,0.3886991864859489,0.7332336902618408,0.9852863089864318,1.0,0.443042926333304
Pablo Picasso,,2,Fue miembro del Partido Comunista de España y del Partido Comunista Francés hasta su muerte.,0.1359710991382599,0.5836024880409241,0.4189520320950851,0.7330601215362549,0.852456608932224,1.0,0.4156265881438237
Pablo Picasso,,1,"Fue un pintor y escultor español, creador del cubismo junto con Georges Braque.",0.41681164503097534,0.3869795799255371,0.893519035020865,0.7909239530563354,0.963773901852514,1.0,0.6985288482414692
Pablo Picasso,,1,"Es considerado uno de los mayores pintores del siglo XX, autor del Guernica.",0.2642643451690674,0.46968644857406616,0.5140332674352621,0.7587484121322632,0.9437225590044364,1.0,0.5215275722836061
Charles Chaplin,,5,Fue cofundador de la compañía de distribución cinematográfica United Artists en 1919.,0.13741102814674377,0.5581647157669067,0.31030926377814855,0.7693836688995361,0.6130141761393353,1.0,0.3604852542391326
Charles Chaplin,,4,Comenzó a actuar a los 14 años debido a la internación de su madre en un hospicio psiquiátrico.,-0.006492625921964645,0.9024260640144348,0.13045538074899277,0.7688918709754944,0.960125743109485,1.0,0.22646291418389553
Charles Chaplin,,3,Dirigió y protagonizó películas habladas como Monsieur Verdoux y A King in New York.,0.07822410762310028,0.5570151805877686,0.19590861782617972,0.733471155166626,0.9051668277101853,1.0,0.3531085523628392
Charles Chaplin,,3,Escribió y compuso la música de la mayoría de sus películas.,0.08338071405887604,0.6073898673057556,0.3384735853954452,0.7163807153701782,0.9571991925925586,1.0,0.3870382518836732
Charles Chaplin,,2,Nació en Londres en 1889 y murió en Suiza en 1977.,0.09620928764343262,0.6221224069595337,0.35481037004678045,0.7241525053977966,0.9983080527567296,1.0,0.3974173353934459
Charles Chaplin,,2,Se trasladó a los Estados Unidos a los 19 años con la compañía de Fred Karno.,-0.03230700269341469,0.9606366157531738,0.6285062845703585,0.7565073370933533,0.9956229777153998,1.0,0.3567190525431918
Charles Chaplin,,1,Fue un actor cómico y cineasta inglés de la era del cine mudo.,0.29144543409347534,0.45990458130836487,0.5523465592565909,0.8011436462402344,0.9906750438274359,1.0,0.554794491163894
Charles Chaplin,,1,Es mundialmente famoso por su personaje del vagabundo con bombín y bastón.,0.02118745446205139,0.5874794125556946,0.1467088649472258,0.8326848149299622,0.8765329524347758,1.0,0.3283889898519352
Winston Churchill,,5,Fue un prolífico pintor y ganador del Premio Nobel de Literatura en 1953.,0.010691151022911072,0.714883029460907,0.434245494229295,0.7723279595375061,0.9437225590044364,1.0,0.3753545563570867
Winston Churchill,,4,Se unió al ejército británico en 1895 y vio acción en la India británica.,0.28650712966918945,0.44118577241897583,0.5461562082165431,0.7452281713485718,0.9878578644227269,1.0,0.5487554545882223
Winston Churchill,,3,Fue presidente de la Junta de Comercio y secretario del Interior en el gobierno liberal.,0.19163410365581512,0.5783554911613464,0.5910916042158597,0.7415981292724609,0.9278417790281236,1.0,0.492563657283882
Winston Churchill,,3,Concibió y dirigió la desastrosa campaña de Galípoli durante la Primera Guerra Mundial.,0.10412400960922241,0.5767093896865845,0.2989876048270041,0.7861586809158325,0.5125742712080189,1.0,0.3323182107726642
Winston Churchill,,2,Nació en Oxfordshire en una familia rica y aristocrática en 1874.,0.16514001786708832,0.5539752840995789,0.36108038888859234,0.7707350850105286,0.813223142213901,1.0,0.41275327803448286
Winston Churchill,,2,Se desempeñó como primer ministro del Reino Unido en dos ocasiones distintas.,0.3606645166873932,0.44289714097976685,0.7559384721952139,0.7351477742195129,0.9212896628294647,1.0,0.6145109242199238
Winston Churchill,,1,Fue un destacado líder político y militar durante la Segunda Guerra Mundial.,0.2173110395669937,0.5175033211708069,0.4127094460340693,0.7570960521697998,0.7231218051243897,1.0,0.43405672247638977
Winston Churchill,,1,Es famoso por su liderazgo en el Reino Unido enfrentando a la Alemania nazi.,0.2547883987426758,0.5771751403808594,0.8771712819546054,0.7093353271484375,0.9574316313273806,1.0,0.5909715719524962
Vladimir Putin,,5,Trabajó en la villa de la KGB en Alemania Oriental durante su carrera en la inteligencia exterior.,0.2871253490447998,0.4811917245388031,0.5201200879121687,0.7484478950500488,0.9091203331908656,1.0,0.5177388175274551
Vladimir Putin,,4,Fue uno de los pocos en su clase que no eran miembros de la organización de Jóvenes Pioneros.,-0.051649436354637146,0.9582495093345642,0.12272353290311645,0.7549422979354858,0.9849517853276725,1.0,0.19999644719027315
Vladimir Putin,,3,Supervisó la reforma militar y la reforma policial como primer ministro bajo Medvédev.,0.09891020506620407,0.6279945969581604,0.3718853345028245,0.6850988864898682,0.3986170425281061,1.0,0.30550665013922007
Vladimir Putin,,3,"Dirigió a Rusia durante la segunda guerra chechena, restaurando el control federal.",0.3496250510215759,0.4935944676399231,0.6674639962127165,0.6600502729415894,0.6130141761393353,1.0,0.5130455331580597
Vladimir Putin,,2,Su madre era trabajadora de una fábrica y su padre era un recluta en la Marina soviética.,0.37609249353408813,0.5296351313591003,0.7930339333133603,0.749825119972229,0.9343726218668019,1.0,0.6068678154701115
Vladimir Putin,,2,"Nació en Leningrado, actual San Petersburgo, en octubre de 1952.",0.29654738306999207,0.5101534724235535,0.5940648667043322,0.8081197738647461,0.9631729371884395,1.0,0.5501768179474872
Vladimir Putin,,1,Es el actual presidente de la Federación de Rusia.,0.5287614464759827,0.4078347086906433,0.9511128352029081,0.7767245173454285,0.9687099980253925,1.0,0.7305509179655443
Vladimir Putin,,1,Fue un oficial de inteligencia exterior de la KGB antes de comenzar su carrera política.,0.3026808500289917,0.5028464794158936,0.6428655916233507,0.7329666018486023,0.89604197061498,1.0,0.5468931969881534
Iosif Stalin,,5,Utilizó el seudónimo 'Koba' en sus escritos y comunicaciones personales.,0.0750194638967514,0.6137162446975708,0.27001414144006264,0.7202947735786438,0.2817090315997904,1.0,0.26219383853932743
Iosif Stalin,,4,"Fue destituido de su cargo como secretario general varias veces, pero logró mantenerse en el poder.",0.09592976421117783,0.6791095733642578,0.5745577169134624,0.7836595773696899,0.7861713873431271,1.0,0.42329504638811943
Iosif Stalin,,3,Apoyó a Mao Zedong en la guerra civil china y estableció buenas relaciones con Corea del Norte.,0.30891153216362,0.4518358111381531,0.6036095015158958,0.7127112150192261,0.9529711563738618,1.0,0.5571667945869839
Iosif Stalin,,3,Participó en la Conferencia de Yalta y Potsdam para negociar la influencia soviética en Europa.,0.4176342487335205,0.44159063696861267,0.8390725592609243,0.7572647929191589,0.6350631226869504,1.0,0.6116206361270558
Iosif Stalin,,2,Se convirtió en el jefe del Estado soviético después de la muerte de Vladímir Lenin.,0.4784942865371704,0.47981658577919006,0.8086346989612138,0.7304389476776123,0.9504521994749817,1.0,0.6464779588645819
Iosif Stalin,,2,Fue el líder de la Unión Soviética durante la Segunda Guerra Mundial.,0.49663883447647095,0.44731950759887695,0.8865478440098532,0.7380567789077759,0.9695279667353559,1.0,0.6872339796650568
Iosif Stalin,,1,Fue el dictador de la Unión Soviética durante la mayor parte del siglo XX.,0.4734376072883606,0.46515077352523804,0.8310073217068802,0.7389520406723022,0.981481368805864,1.0,0.6625095032943542
Iosif Stalin,,1,Implementó políticas de industrialización y colectivización forzosa en la URSS.,0.4233170449733734,0.4002741873264313,0.8960998772169225,0.743281364440918,0.06088220425306685,1.0,0.554035652756036
Napoleon Bonaparte,,5,Fue recibido como un héroe conquistador en París en diciembre de 1797.,0.3599594831466675,0.40618598461151123,0.7666688701671116,0.7643252611160278,0.9507339939159732,1.0,0.6373956699223233
Napoleon Bonaparte,,4,Estudió en la escuela militar francesa de Brienne-le-Château a la edad de 10 años.,0.16056010127067566,0.4246574342250824,0.1974708457974042,0.7471137642860413,0.9574316313273806,1.0,0.41963786051842555
Napoleon Bonaparte,,3,Derrotó a cuatro generales austríacos en 1797 y forzó a Austria a firmar un acuerdo de paz.,0.2509438991546631,0.4067043960094452,0.4224529685064043,0.7070201635360718,0.9762168148251505,1.0,0.5073989087650165
Napoleon Bonaparte,,3,Ocupó Venecia y acabó con más de 1000 años de independencia de la república.,0.25924962759017944,0.47107359766960144,0.4760264649126218,0.7463643550872803,0.9718516460241235,1.0,0.5110681962884654
Napoleon Bonaparte,,2,"Nació en la isla de Córcega, poco después de su anexión por Francia.",0.30406293272972107,0.4097800552845001,0.6906289440576082,0.7356770634651184,0.9906750438274359,1.0,0.6040200692717598
Napoleon Bonaparte,,2,Murió exiliado en la isla de Santa Elena en 1821.,0.11318880319595337,0.5778456330299377,0.26529701841345105,0.7346335649490356,0.9937194664322172,1.0,0.38812612947131647
Napoleon Bonaparte,,1,Fue un militar y político francés que se autoproclamó emperador.,0.3418255150318146,0.401298850774765,0.7668189519045148,0.6854156255722046,0.7034956909518114,1.0,0.5863578338041224
Napoleon Bonaparte,,1,Se le considera uno de los más grandes comandantes militares de la historia.,0.03595659136772156,0.6498421430587769,0.30796939789285105,0.7938112616539001,0.9437225590044364,1.0,0.3652595711752783
Mahatma Gandhi,,5,Fue influenciado por la correspondencia con León Tolstói en su concepto de resistencia.,-0.08953678607940674,0.7707340121269226,0.33560479294890844,0.7511743307113647,0.9135680130753615,1.0,0.30126523455918786
Mahatma Gandhi,,4,Estudió Derecho en Londres y regresó a la India para ejercer la abogacía.,0.21464797854423523,0.5547336339950562,0.5399768803943492,0.6998708248138428,0.9437225590044364,1.0,0.4850415786914929
Mahatma Gandhi,,3,Instauró métodos de lucha social novedosos como la huelga de hambre y la predicación de la áhimsa.,0.18941187858581543,0.4806532561779022,0.26895046354905894,0.7290109395980835,0.8754466418125836,1.0,0.4150401796104585
Mahatma Gandhi,,3,Participó en la Conferencia de Londres en 1931 reclamando la independencia.,0.01798860728740692,0.8532778024673462,0.801073617044197,0.7335965037345886,0.7161891603115427,1.0,0.40540430724181764
Mahatma Gandhi,,2,"Nació en Porbandar, una ciudad costera del estado de Guyarat.",-0.00018064677715301514,0.8575195074081421,0.23172280210656263,0.6418112516403198,0.9348686476851041,1.0,0.24872686183430257
Mahatma Gandhi,,2,"Fue asesinado por Nathuram Godse, un fanático integracionista, en 1948.",0.07295791804790497,0.5877184867858887,0.2618319074601577,0.7309757471084595,0.41678145091596697,1.0,0.288989193985874
Mahatma Gandhi,,1,Fue un líder destacado del movimiento de independencia de la India.,0.3255334794521332,0.41364815831184387,0.6937147874216079,0.7813035249710083,0.8825233290156224,1.0,0.598700718681815
Mahatma Gandhi,,1,Practicó la desobediencia civil no violenta contra el dominio británico.,0.13417334854602814,0.5685675144195557,0.33618996297397163,0.7418192625045776,0.5656193249329818,1.0,0.35323719686151267
Julio Cesar,,5,Fue elegido cuestor por los Comicios en el 69 a. C.,0.0630687028169632,0.6173852682113647,0.2781222192271307,0.8163100481033325,0.9970843054680703,1.0,0.38284398784452955
Julio Cesar,,4,Estudió filosofía y retórica con el gramático Apolonio Molón en Rodas.,-0.013175323605537415,0.6955031752586365,0.4656936073925685,0.740673840045929,0.5939169545202151,1.0,0.3286106978875678
Julio Cesar,,3,Fue elegido edil curul en el año 65 a. C. y organizó los juegos en el Circo Máximo.,0.05826062709093094,0.585801362991333,0.15353004468174403,0.7605507969856262,0.9956476030509483,1.0,0.34540049738137624
Julio Cesar,,3,Fue elegido Pontifex Maximus después de la muerte de Quinto Cecilio Metelo Pío.,0.10869117081165314,0.6116520762443542,0.5403836433963585,0.8122237920761108,0.9135680130753615,1.0,0.4592264810411172
Julio Cesar,,2,"Se casó con Pompeya, nieta de Sila, después de la muerte de Cornelia.",0.026782657951116562,0.7591389417648315,0.21671249888098065,0.7330901026725769,0.9852863089864318,1.0,0.30038507835531275
Julio Cesar,,2,Fue elegido pretor urbano para ocuparse de asuntos entre ciudadanos romanos.,0.1143503338098526,0.5703591704368591,0.31703568141827304,0.6816087961196899,0.7161891603115427,1.0,0.3565427209716602
Julio Cesar,,1,Fue un político y militar romano que dominó la política de la República.,0.13848699629306793,0.5449630618095398,0.32295740415504626,0.7560556530952454,0.8076672294074272,1.0,0.3956541477487115
Julio Cesar,,1,Venció a varias tribus galas y expandió el territorio romano.,0.16602365672588348,0.5170173645019531,0.26909445433227847,0.6973585486412048,0.8873546154592228,1.0,0.3965348373796868
Jesus de Nazaret,,5,"Fue considerado uno de los profetas más importantes en el islam, conocido como Isa.",0.22235147655010223,0.4829169809818268,0.3333951388245128,0.7398414015769958,0.9051668277101853,1.0,0.4463649815262518
Jesus de Nazaret,,4,"Su figura está presente en varias religiones, no solo en el cristianismo.",0.2699645161628723,0.46284765005111694,0.5272608783325371,0.6703793406486511,0.8765329524347758,1.0,0.5053537290905596
Jesus de Nazaret,,3,Su comunidad se convirtió en la Iglesia cristiana primitiva después de su muerte.,0.21278996765613556,0.44357019662857056,0.3319059396715719,0.7335236072540283,0.9135680130753615,1.0,0.45612246396388434
Jesus de Nazaret,,3,Los relatos de sus enseñanzas y vida fueron conservados inicialmente por transmisión oral.,0.10446176677942276,0.499961256980896,0.11951677861827925,0.7220500707626343,0.8076672294074272,1.0,0.3362166153034216
Jesus de Nazaret,,2,Fue un predicador judío que enseñaba mediante parábolas.,0.2428208589553833,0.4146208167076111,0.44282719459257275,0.7876012325286865,0.46704783265810523,1.0,0.44522345685551284
Jesus de Nazaret,,2,Fue arrestado en Jerusalén y juzgado por las autoridades judías.,0.3467308282852173,0.3318174481391907,0.8320480606573211,0.6780639290809631,0.8121437021217193,1.0,0.64294650750393
Jesus de Nazaret,,1,"Fue crucificado por orden de Poncio Pilato, el prefecto romano de Judea.",0.10707542300224304,0.5758009552955627,0.3090162277974754,0.7953993678092957,0.8765329524347758,1.0,0.392169512897517
Jesus de Nazaret,,1,Es la figura central del cristianismo y considerado el Hijo de Dios.,0.3483160138130188,0.3647316098213196,0.8623446859782755,0.7899428606033325,0.9507339939159732,1.0,0.6800486582579348
Sócrates,,5,Fue ridiculizado como personaje cómico en la obra 'Las nubes' de Aristófanes.,0.145590141415596,0.5821802616119385,0.4988106420021489,0.7706246376037598,0.7231218051243897,1.0,0.42816911775010147
Sócrates,,4,Su amigo Querefonte le preguntó al oráculo de Delfos si había alguien más sabio que él.,0.17538635432720184,0.5588582158088684,0.5212464916706776,0.7518593668937683,0.9721316607993185,1.0,0.48239240330759775
Sócrates,,3,Influyó en la filosofía cirenaica de la experiencia y el placer a través de Aristipo.,0.23719288408756256,0.49235594272613525,0.39311987263697196,0.7578888535499573,0.89604197061498,1.0,0.46575738835620084
Sócrates,,3,Su discípulo Platón atribuyó sus propias ideas a él en sus diálogos.,0.3886672854423523,0.5277837514877319,0.8146243146988612,0.8019621968269348,0.9812934900456455,1.0,0.6312739835530446
Sócrates,,2,"Nació en Alopece, Atenas, alrededor del año 470 a. C.",0.09018224477767944,0.5966549515724182,0.3615740536790823,0.7173126339912415,0.9886149068701869,1.0,0.4034013069914591
Sócrates,,2,Murió en el año 399 a. C. tras ser condenado a beber cicuta.,0.0051735639572143555,0.6460222005844116,0.14125061841568298,0.7261472940444946,0.9969520418812936,1.0,0.3080681460734054
Sócrates,,1,Fue un filósofo clásico griego considerado uno de los padres de la filosofía occidental.,0.24212084710597992,0.5272626876831055,0.5240855339553921,0.7804237604141235,0.7251764430443578,1.0,0.4733110597821187
Sócrates,,1,"Es conocido por su método de indagar mediante preguntas, llamado método socrático.",0.19487231969833374,0.4800056219100952,0.3126219474103285,0.7814049124717712,0.3681875822638982,1.0,0.361198234309971
